Id,Title,Episodes,Year,YearStart,YearEnd,TotalYears,EpisodesPerYear,Channel,American company,Technique,IMDb,google_user_rating
1610,Toy Story Toons,3,2011-2012,2011,2012,1,3,Disney Channel,Pixar Animation Studios,CGI,7,70
848,Kulipari,23,2016-2024,2016,2024,8,2.875,NetflixHulu,Splash Entertainment,Flash,6.8,45
735,Hero Factory,11,2010-2014,2010,2014,4,2.75,Nicktoons,Threshold Animation Studios,CGI,5.3,96
705,Holly Hobbie & Friends,8,2006-2009,2006,2009,3,2.666666667,Nickelodeon,Nickelodeon Animation StudioAmerican Greetings,Traditional,7.6,96
277,Cars Toons,15,2008-2014,2008,2014,6,2.5,Disney Channel,Pixar Animation Studios,CGI,6.8,89
742,I Am Groot,5,2022-2024,2022,2024,2,2.5,Disney+,Marvel Studios Animation,CGI,6.7,88
1640,Teenage Euthanasia,7,2021-2024,2021,2024,3,2.333333333,Adult Swim,PFFR,Flash,5.7,43
1687,VeggieTales,50,1993-2015,1993,2015,22,2.272727273,Direct to video,Big Idea Productions,CGI,7.3,90
1514,Smiling Friends,9,2020-2024,2020,2024,4,2.25,Adult Swim,Williams Street,Flash,8.5,95
515,Famous Classic Tales,31,1970-1984,1970,1984,14,2.214285714,CBS,Ruby-Spears Enterprises,Traditional,4.6,48
7,12 oz. Mouse,31,2005-2020,2005,2020,15,2.066666667,Adult Swim,Williams Street,Flash,6.5,72
690,Hermie and Friends,16,2002-2010,2002,2010,8,2,Direct to video,"GlueWorks Entertainment
Tommy Nelson",CGI,7,88
962,McGee and Me!,12,1989-1995,1989,1995,6,2,Syndication,Tyndale Productions,Traditional/Live-Action,7,92
1148,Ollie & Scoops,10,2019-2024,2019,2024,5,2,YouTube,"Nico Animation, LLC",Flash,7.1,95
301,Chibiverse,4,2022-2024,2022,2024,2,2,Disney Channel,Disney Television Animation,Traditional,6.4,50
24,Adventure Time: Fionna and Cake,2,2023-2024,2023,2024,1,2,Max,Frederator StudiosCartoon Network Studios,Traditional,8.9,88
327,Constantine: City of Demons,2,2018-2019,2018,2019,1,2,CW Seed,Warner Bros. AnimationDC Entertainment,Traditional,7.5,86
1196,Playdate with Winnie the Pooh,2,2023-2024,2023,2024,1,2,Disney Junior,Disney Television Animation,CGI,5.4,57
1338,Schoolhouse Rock!,65,1973-2009,1973,2009,36,1.805555556,ABC,"Scholastic Rock, Inc.",Traditional,8.2,93
131,Baman Piderman,27,2009-2024,2009,2024,15,1.8,YouTube,Mondo Media,Flash,8.2,89
558,Frankenguy and the Professor,8,1997-2002,1997,2002,5,1.6,Playhouse Disney,Colossal Pictures,Traditional,4.6,48
995,Mina and the Count,6,1995-1999,1995,1999,4,1.5,Nickelodeon,Frederator Studios,Traditional,8,98
1491,Super Science Friends,7,2015-2020,2015,2020,5,1.4,YouTube,"Titmouse, Inc.",Flash,7.8,84
901,Little Dracula,10,1991-1999,1991,1999,8,1.25,Fox Kids,Bandai Entertainment,Traditional,6.2,91
628,"God, the Devil and Bob",13,"2000, 2011",2000,2011,11,1.181818182,NBCAdult Swim,Carsey-Werner Productions,Traditional,7.5,82
367,Clone High,23,"2002-2003, 2023-2024",2002,2024,22,1.045454545,MTVMax,MTV AnimationShadowMachine,Traditional (season 1)/Flash (season 2),6.4,91
1175,Perfect Hair Forever,9,"2004-2007, 2014",2004,2014,10,0.9,Adult Swim,Williams Street,Traditional,6.7,56
113,The Ambiguously Gay Duo,12,1996-2011,1996,2011,15,0.8,NBC,"J.J. Sedelmaier Productions, Inc.",Traditional,NA,84
1177,El Perro y El Gato,6,2004-2012,2004,2012,8,0.75,HBO Family,Primal Screen,Flash,8.6,82
272,Capt'n Sailorbird,190,1959,1959,1959,0,0,Syndication,Magic Screen Pictures Inc.,Traditional,4.2,64
577,The Funny Company,155,1963,1963,1963,0,0,Syndication,Ken Snyder Productions,Traditional,7.9,93
1133,The Nutty Squirrels 2024,145,1960,1960,1960,0,0,Syndication,Transfilm-Wylde Animation,Traditional,5.8,42
1098,The New Adventures of Pinocchio,130,1961,1961,1961,0,0,Syndication,Videocraft Productions,Stop-Motion,5,69
166,The Big World of Little Adam,110,1964,1964,1964,0,0,Syndication,NA,Traditional,5.2,54
1551,Tales of the Wizard of Oz,110,1961,1961,1961,0,0,Syndication,Videocraft Productions,Traditional,6.8,81
950,Marvel Superheroes: What the--?!,108,2009,2009,2009,0,0,YouTube,Marvel Entertainment,Stop-Motion,6.8,68
1769,The Wonderful Stories of Professor Kitzel,105,1972,1972,1972,0,0,Syndication,Krantz Films,Traditional,8.1,100
1372,Sinbad Jr. and his Magic Belt,102,1965,1965,1965,0,0,Syndication,Hanna-Barbera,Traditional,6.5,93
234,Bionic Six,85,1987,1987,1987,0,0,Syndication,MCA TV,Traditional,7.3,96
639,Goof Troop,78,1992,1992,1992,0,0,Syndication,Walt Disney Television Animation,Traditional,6.8,88
1186,Pink Panther and Pals,78,2010,2010,2010,0,0,Cartoon Network,Rubicon Studios,Traditional,6.7,87
231,Beverly Hills Teens,65,1987,1987,1987,0,0,Syndication,DIC Entertainment,Traditional,6.5,96
293,Centurions,65,1986,1986,1986,0,0,Syndication,Ruby-Spears Enterprises,Traditional,7.6,96
323,The Comic Strip,65,1987,1987,1987,0,0,Syndication,Rankin/Bass Animated Entertainment,Traditional,7.8,84
344,Captain Harlock and the Queen of a Thousand Years,65,1986,1986,1986,0,0,Syndication,Harmony Gold USA,Traditional,7.7,96
373,COPS,65,1988,1988,1988,0,0,Syndication,DIC Entertainment,Traditional,6.9,83
1093,The New Adventures of He-Man,65,1990,1990,1990,0,0,Syndication,Mattel Television,Traditional,5.3,73
1265,Rambo: The Force of Freedom,65,1986,1986,1986,0,0,Syndication,Ruby-Spears Enterprises,Traditional,6.3,93
1310,Rod Rocket,65,1963,1963,1963,0,0,Syndication,Filmation,Traditional,4.6,32
1328,Sabrina: The Animated Series,65,1999,1999,1999,0,0,ABC/UPN,DIC Entertainment,Traditional,5.9,92
1370,SilverHawks,65,1986,1986,1986,0,0,Syndication,Rankin/Bass Animated Entertainment,Traditional,7.3,94
1425,The Super Mario Bros. Super Show!,65,1989,1989,1989,0,0,Syndication,DIC Entertainment,Traditional,6.3,92
1710,The Wacky World of Tex Avery,65,1997,1997,1997,0,0,Syndication,DIC Entertainment,Traditional,4.8,73
1774,The Wordies,63,2007,2007,2007,0,0,BabyFirstTV,NA,CGI,7,62
1244,Pinky Malinky,60,2019,2019,2019,0,0,Netflix,Nickelodeon Animation Studio,Traditional,5.8,62
1263,Rainbow Horse,60,2006,2006,2006,0,0,BabyFirstTV,NA,Flash,6,64
1765,Wonder Box,57,2006,2006,2006,0,0,BabyFirstTV,NA,CGI/Flash,5.2,42
1611,Toy Story Treats,54,1996,1996,1996,0,0,ABC,Pixar Animation Studios,CGI,7.1,94
504,Extreme Dinosaurs,52,1997,1997,1997,0,0,Syndication,DIC Entertainment,Traditional,6.4,87
1178,Pet Alien,52,2005,2005,2005,0,0,"Cartoon Network (Season 1)
kabillion (season 2)",Mike Young Productions,CGI,4.8,71
1657,Transformers: Generation 2,52,1993,1993,1993,0,0,go90,NA,CGI,7.1,81
1689,VeggieTales in the City,52,2017,2017,2017,0,0,Netflix,Big Idea Productions,CGI,4.6,59
177,Bloop & Loop,50,2007,2007,2007,0,0,BabyFirstTV,NA,Flash,4.2,58
461,"Denver, the Last Dinosaur",50,1988,1988,1988,0,0,Syndication,World Events Productions,Traditional,6.4,89
1729,What-a-Mess,47,1996,1996,1996,0,0,ABC,DIC Entertainment,Traditional,7.1,82
1117,The New Yogi Bear Show,45,1988,1988,1988,0,0,Syndication,Hanna-Barbera,Traditional,6.5,87
1589,The Tom and Jerry Comedy Show,45,1980,1980,1980,0,0,CBS,Filmation,Traditional,7.6,90
655,The Gumby Show,43,1956,1956,1956,0,0,NBC,"Clokey Productions
Premavision",Stop-Motion,7,82
1072,Mummies Alive!,42,1997,1997,1997,0,0,Syndication,DIC Entertainment,Traditional,7,86
505,Extreme Ghostbusters,40,1997,1997,1997,0,0,Syndication,Adelaide Productions,Traditional,6.9,84
914,Littlest Pet Shop (1995),40,1995,1995,1995,0,0,Syndication,Sunbow Entertainment,Traditional,6.5,91
1522,Sonic Underground,40,1999,1999,1999,0,0,Syndication,DIC Entertainment,Traditional,6.1,84
442,"Droopy, Master Detective",39,1993,1993,1993,0,0,Fox Kids,Hanna-Barbera,Traditional,6.3,84
1256,Quack Pack,39,1996,1996,1996,0,0,Syndication,Walt Disney Television Animation,Traditional,6.7,83
359,Chico Bon Bon: Monkey with a Tool Belt,38,2020,2020,2020,0,0,Netflix,Silvergate Media,CGI,6.3,53
1233,Peanuts,37,2016,2016,2016,0,0,Boomerang,Peanuts Worldwide,Flash,7.1,88
116,Angry Birds: Summer Madness,36,2022,2022,2022,0,0,Netflix,Netflix Animation,Flash,5.9,64
381,The Cuphead Show!,36,2022,2022,2022,0,0,Netflix,Netflix Animation,Traditional,7.4,90
1130,The Notekins,36,2008,2008,2008,0,0,BabyFirstTV,NA,Flash,4.2,64
959,Maxie's World,32,1987,1987,1987,0,0,Syndication,DIC Entertainment,Traditional,6.7,90
1699,Vocabularry,32,2008,2008,2008,0,0,BabyFirstTV,NA,Flash,7,66
838,Kipo and the Age of Wonderbeasts,30,2020,2020,2020,0,0,Netflix,DreamWorks Animation Television,Traditional,8.3,71
1193,Pixies,30,2007,2007,2007,0,0,BabyFirstTV,NA,CGI,4.4,42
1619,Trivia Quest,30,2022,2022,2022,0,0,Netflix,Netflix Studios,Traditional,5.8,60
754,In the Bleachers,28,2002,2002,2002,0,0,ESPN,Walt Disney Television Animation,Flash,5.4,68
1511,Sky Dancers,27,1996,1996,1996,0,0,France 2,Gaumont Film Company,Traditional,6.4,84
1513,Small Potatoes,27,2011,2011,2011,0,0,Disney Junior,Little Airplane Productions,Flash,7,86
1623,Trollz,27,2005,2005,2005,0,0,Syndication,DIC Entertainment,Traditional,5.1,90
12,ABC Galaxy,26,2015,2015,2015,0,0,BabyFirst,NA,Flash,4.2,57
156,Betsy's Kindergarten Adventures,26,2008,2008,2008,0,0,PBS Kids,Polkadot Productions,Traditional,5.8,55
250,The Brothers Flub,26,1999,1999,1999,0,0,Nickelodeon,Sunbow Entertainment,Traditional,4,65
275,Care Bears: Welcome to Care-a-Lot,26,2012,2012,2012,0,0,The Hub,MoonScoop EntertainmentAmerican Greetings,CGI,5.4,58
294,Ceasar and Chuy,26,2007,2007,2007,0,0,LATV,Overman Productions,Flash,4.6,54
375,The Cramp Twins,26,2004,2004,2004,0,0,Cartoon Network,Sunbow Entertainment,Traditional,6.1,86
467,Dinozaurs,26,2000,2000,2000,0,0,Fox Kids,Saban Entertainment,Traditional,6.8,94
490,Ellen's Acres,26,2007,2007,2007,0,0,Cartoon Network,Animation Collective,Flash,6.2,87
524,The Fantastic Voyages of Sinbad the Sailor,26,1998,1998,1998,0,0,Cartoon Network,Fred Wolf Films,Traditional,7.2,93
600,The Gary Coleman Show,26,1982,1982,1982,0,0,NBC,Hanna-Barbera,Traditional,6.2,82
601,Gary the Rat,26,2003,2003,2003,0,0,Spike TV,Spike Animation Studios,Flash,6.5,68
614,Get Blake!,26,2016,2016,2016,0,0,Nicktoons,Marathon Media,Flash,5.6,69
749,Iconicles,26,2011,2011,2011,0,0,Discovery Familia,Dinamo Productions,CGI/Flash/Live-action,8.8,96
751,Iggy Arbuckle,26,2007,2007,2007,0,0,Animalia HD,National Geographic Kids,Flash,4.9,88
794,Jin Jin and the Panda Patrol,26,1994,1994,1994,0,0,NA,Saban Entertainment,Traditional,6.6,68
906,Little Mouse on the Prairie,26,1996,1996,1996,0,0,Fox Kids,Saban Entertainment,Traditional,6.9,89
955,Maryoku Yummy,26,2010,2010,2010,0,0,The Hub,American Greetings,Flash,8.2,85
1041,My Little Pony Tales,26,1992,1992,1992,0,0,The Disney Channel,Sunbow Productions,Traditional,6.4,76
1201,Popeye and Son,26,1987,1987,1987,0,0,CBS,Hanna-Barbera,Traditional,5.6,76
1262,Rainbow Butterfly Unicorn Kitty,26,2019,2019,2019,0,0,NickelodeonNicktoons,Funrise Toys,Flash,5,84
1430,Superman,26,1988,1988,1988,0,0,CBS,Ruby-Spears Enterprises,Traditional,7,82
1578,ThunderCats Roar,26,2020,2020,2020,0,0,Cartoon Network,Warner Bros. Animation,Traditional,2.2,24
1641,Teenage Fairytale Dropouts,26,2014,2014,2014,0,0,Hub Network,Home Plate Entertainment,Flash,7.2,62
1667,The Twisted Whiskers Show,26,2010,2010,2010,0,0,The Hub,American Greetings,CGI,7,68
1743,The Why Why Family,26,1996,1996,1996,0,0,Fox Kids,Saban Entertainment,Traditional,7.4,96
1764,Wolverine and the X-Men,26,2009,2009,2009,0,0,Nicktoons,Marvel Entertainment,Traditional,8,88
1782,WWE Slam City,26,2014,2014,2014,0,0,WWE Network,WWE,Stop-Motion,7,91
695,Hey Monie!,25,2003,2003,2003,0,0,BET,Soup2Nuts,Flash,8.1,94
1121,Nightmare Ned,25,1997,1997,1997,0,0,ABC,Walt Disney Television Animation,Traditional,7.1,32
1631,Twelve Forever,25,2019,2019,2019,0,0,Netflix,Puny Entertainment,Traditional,6.9,59
552,Four Eyes!,24,2006,2006,2006,0,0,Nicktoons Network,PorchLight Entertainment,Traditional,7.4,88
970,The Merrie Melodies Show,24,1972,1972,1972,0,0,Syndication,Warner Bros. Television,Traditional,8.3,89
1638,Team Zenko Go,22,2022,2022,2022,0,0,Netflix,DreamWorks Animation Television,CGI,6.9,50
1791,Xyber 9: New Dawn,22,1999,1999,1999,0,0,Fox Kids,Saban Entertainment,Traditional,7.1,91
724,Human Kind Of,21,2018,2018,2018,0,0,Facebook Watch,Cartuna,Traditional,7.3,96
917,Liverspots and Astronots,21,2018,2018,2018,0,0,Facebook Watch,Cartuna,Flash,5.9,42
450,The Dukes,20,1983,1983,1983,0,0,CBS,Hanna-Barbera,Traditional,5.5,91
458,Dead End: Paranormal Park,20,2022,2022,2022,0,0,Netflix,Netflix Animation,Traditional,7.1,82
491,Elliott from Earth,20,2021,2021,2021,0,0,Cartoon Network,Cartoon Network Studios Europe,Flash,7.5,78
645,Greatest Party Story Ever,20,2016,2016,2016,0,0,MTV,ShadowMachineMTV Animation,Flash,7.9,86
854,Lady Lovely Locks,20,1987,1987,1987,0,0,Syndication,DIC Entertainment,Traditional,7.8,93
1049,The Many Adventures of Mr. Millman,20,2006,2006,2006,0,0,PBS Kids Sprout,OddBot Inc.,Flash/Live action,6.2,74
1211,Powerbirds,20,2020,2020,2020,0,0,Universal Kids,Brown Bag Films,Flash,7.8,55
1320,The Ruff Ruffman Show,20,2017,2017,2017,0,0,PBS Kids,NA,Flash,7.6,71
1411,Station Zero,20,1999,1999,1999,0,0,MTV,MTV Animation,Traditional,6.6,84
1500,Samurai Rabbit: The Usagi Chronicles,20,2022,2022,2022,0,0,Netflix,Netflix Animation,CGI,6.4,51
1528,Spy Kids: Mission Critical,20,2018,2018,2018,0,0,Netflix,Dimension Television,CGI,4.9,46
1581,TigerSharks,20,1987,1987,1987,0,0,Syndication,Rankin/Bass Productions,Traditional,6.8,92
1661,Treehouse Detectives,20,2018,2018,2018,0,0,Netflix,Saban Brands,CGI,7.9,53
620,Glitch Techs,19,2020,2020,2020,0,0,Netflix,Nickelodeon Animation Studio,Flash,7.7,78
746,I Heart Arlo,19,2021,2021,2021,0,0,Netflix,"Titmouse, Inc.",Traditional,7,57
997,Minoriteam,19,2006,2006,2006,0,0,Adult Swim,Williams Street,Flash,4.4,79
291,Centaurworld,18,2021,2021,2021,0,0,Netflix,Netflix Animation,Traditional,7.7,80
1305,"Rock, Paper, Scissors",18,2024-2024,2024,2024,0,0,Nickelodeon,Nickelodeon Animation Studio,Flash,6.2,41
100,Action Pack,17,2022,2022,2022,0,0,Netflix,OddBot Inc.,CGI,6.2,53
609,George of the Jungle,17,1967,1967,1967,0,0,ABC,Jay Ward Productions,Traditional,5.5,79
1110,The New Fred and Barney Show,17,1979,1979,1979,0,0,NBC,Hanna-Barbera,Traditional,7.1,83
1151,The Osmonds,17,1972,1972,1972,0,0,ABC,Rankin/Bass Productions,Traditional,6.1,92
1275,The Reluctant Dragon & Mr. Toad Show,17,1970,1970,1970,0,0,ABC,Rankin/Bass Productions,Traditional,6.4,84
19,The Addams Family (1973),16,1973,1973,1973,0,0,NBC,Hanna-Barbera,Traditional,6.6,85
63,The Amazing Chan and the Chan Clan,16,1972,1972,1972,0,0,CBS,Hanna-Barbera,Traditional,6.2,79
228,Bee and PuppyCat: Lazy in Space,16,2022,2022,2022,0,0,Netflix,Frederator Studios,Traditional,8.5,98
297,Challenge of the Superfriends,16,1978,1978,1978,0,0,ABC,Hanna-Barbera,Traditional,7.2,68
318,Clue Club,16,1976,1976,1976,0,0,CBS,Hanna-Barbera,Traditional,6.8,86
408,Devlin,16,1974,1974,1974,0,0,ABC,Hanna-Barbera,Traditional,7.2,74
459,Dee & Friends in Oz,16,2024-2024,2024,2024,0,0,Netflix,Brown Bag Films,CGI,8.5,78
464,Dinky Dog,16,1980,1980,1980,0,0,CBS,Hanna-Barbera,Traditional,6.1,83
481,Drak Pack,16,1980,1980,1980,0,0,CBS,Hanna-Barbera,Traditional,6.7,93
627,Goober and the Ghost Chasers,16,1973,1973,1973,0,0,ABC,Hanna-Barbera,Traditional,6.2,70
643,The Great Grape Ape Show,16,1975,1975,1975,0,0,ABC,Hanna-Barbera,Traditional,6.9,85
709,Hong Kong Phooey,16,1974,1974,1974,0,0,ABC,Hanna-Barbera,Traditional,6.9,91
776,Jabberjaw,16,1976,1976,1976,0,0,ABC,Hanna-Barbera,Traditional,5.9,88
784,Jeannie,16,1973,1973,1973,0,0,CBS,Hanna-Barbera,Traditional,5.9,87
853,The Kwicky Koala Show,16,1981,1981,1981,0,0,CBS,Hanna-Barbera,Traditional,6.5,89
889,"Like, Share, Die",16,2015,2015,2015,0,0,Fusion TV,Mondo Media,Traditional/Flash,5.7,80
1075,My Little Pony: Equestria Girls - Summertime Shorts,16,2017,2017,2017,0,0,Discovery Family,Hasbro Studios,Flash,7.9,95
1089,The New Adventures of Batman,16,1977,1977,1977,0,0,CBS,FilmationDC Comics,Traditional,8.4,96
1137,The Oddball Couple,16,1975,1975,1975,0,0,ABC,DePatie-Freleng Enterprises,Traditional,7,87
1167,Partridge Family 2200 A.D.,16,1974,1974,1974,0,0,CBS,Hanna-Barbera,Traditional,5.5,71
1341,The Scooby-Doo/Dynomutt Hour,16,1976,1976,1976,0,0,ABC,Hanna-Barbera,Traditional,7.6,88
1390,Speed Buggy,16,1973,1973,1973,0,0,CBS,Hanna-Barbera,Traditional,6.6,88
1402,Spy Groove,16,2000,2000,2000,0,0,MTV,MTV Animation,Traditional,8.3,96
1421,Super Friends (1973),16,1973,1973,1973,0,0,ABC,Hanna-Barbera,Traditional,7.2,83
1448,Shanna's Show,16,2004,2004,2004,0,0,Playhouse Disney,One Red Room,Flash,8.1,92
1545,Supernatural Academy,16,2022,2022,2022,0,0,Peacock,41 Entertainment,CGI,7.1,70
1592,The Tom and Jerry Show (1975),16,1975,1975,1975,0,0,ABC,Hanna-Barbera,Traditional,7.8,90
1668,The U.S. of Archie,16,1974,1974,1974,0,0,CBS,Filmation,Traditional,7.8,91
1683,Valley of the Dinosaurs,16,1974,1974,1974,0,0,CBS,Hanna-Barbera,Traditional,6.6,87
1731,"What's New, Mr. Magoo?",16,1977,1977,1977,0,0,CBS,DePatie-Freleng Enterprises,Traditional,6.9,95
1111,New Kids on the Block,15,1990,1990,1990,0,0,ABC,DIC Entertainment,Traditional,4.4,91
1143,Ookii's World,15,2014,2014,2014,0,0,BabyFirstTV,NA,Flash,4.2,52
1303,Robotix,15,1985,1985,1985,0,0,Syndication,Sunbow Entertainment,Traditional,6.5,85
1799,Yogi's Gang,15,1973,1973,1973,0,0,ABC,Hanna-Barbera,Traditional,6.5,84
328,Costume Quest,14,2019,2019,2019,0,0,Amazon Prime Video,Amazon Studios,Flash,7.1,45
421,Dino-Riders,14,1988,1988,1988,0,0,Syndication,Marvel Productions,Traditional,7.1,95
678,The Head,14,1994,1994,1994,0,0,MTV,Fogelmania ProductionsMTV Animation,Traditional,7,79
8,The 13 Ghosts of Scooby-Doo,13,1985,1985,1985,0,0,ABC,Hanna-Barbera,Traditional,7.3,91
28,The Adventures of Edward the Less,13,2001,2001,2001,0,0,Sci-Fi Channel,NA,Flash,6.4,64
32,The Adventures of Kid Danger,13,2018,2018,2018,0,0,Nickelodeon,Schneider's BakeryNickelodeon Animation Studio,Flash,2.6,80
38,The Adventures of Raggedy Ann and Andy,13,1988,1988,1988,0,0,CBS,CBS Entertainment Productions,Traditional,7.2,92
58,The All-New Dennis the Menace,13,1993,1993,1993,0,0,CBS,DIC Animation City,Traditional,6.6,94
106,The Adventures of Super Mario Bros. 3,13,1990,1990,1990,0,0,NBC,DIC Entertainment,Traditional,7,89
128,Baggy Pants and the Nitwits,13,1977,1977,1977,0,0,NBC,DePatie-Freleng Enterprises,Traditional,7.2,91
134,The Barkleys,13,1972,1972,1972,0,0,NBC,DePatie-Freleng Enterprises,Traditional,5.6,86
143,BattleTech: The Animated Series,13,1994,1994,1994,0,0,Syndication,Saban Entertainment,Traditional,6.5,94
149,Beethoven,13,1994,1994,1994,0,0,CBS,Universal Cartoon Studios,Traditional,5.2,65
174,Blast-Off Buzzard,13,1977,1977,1977,0,0,NBC,Hanna-Barbera,Traditional,5.2,46
184,Bordertown,13,2016,2016,2016,0,0,Fox,Fuzzy Door Productions,Traditional,7.5,89
203,Bucky O'Hare and the Toad Wars!,13,1991,1991,1991,0,0,Syndication,Sunbow Entertainment,Traditional,7.3,95
212,Butch Cassidy and the Sundance Kids,13,1973,1973,1973,0,0,NBC,Hanna-Barbera,Traditional,7.1,73
236,Blackstar,13,1981,1981,1981,0,0,CBS,Filmation,Traditional,6.7,96
245,Bounty Hunters,13,2013,2013,2013,0,0,CMT,Parallel Entertainment,Flash,2,55
247,The Bravest Knight,13,2019,2019,2019,0,0,Hulu,Big Bad Boo,Flash,6.9,60
258,The California Raisin Show,13,1989,1989,1989,0,0,CBS,Will Vinton Productions,Stop-Motion,6.1,86
281,Casper and the Angels,13,1979,1979,1979,0,0,NBC,Hanna-Barbera,Traditional,5.7,86
290,CB Bears,13,1977,1977,1977,0,0,NBC,Hanna-Barbera,Traditional,5.7,88
325,The Completely Mental Misadventures of Ed Grimley,13,1988,1988,1988,0,0,NBC,Hanna-Barbera,Traditional,7.5,83
326,Conan and the Young Warriors,13,1994,1994,1994,0,0,CBS,Sunbow Entertainment,Traditional,7,85
387,Danger & Eggs,13,2017,2017,2017,0,0,Amazon Video,PUNY,Traditional,5.1,36
391,Darkstalkers,13,1995,1995,1995,0,0,Syndication,Graz Entertainment,Traditional,4.2,52
402,Decisive Battles,13,2004,2004,2004,0,0,History Channel,NA,Flash,7.8,95
433,Downtown,13,1999,1999,1999,0,0,MTV,MTV Animation,Traditional,8.3,98
435,Dragon's Lair,13,1984,1984,1984,0,0,ABC,Ruby-Spears Enterprises,Traditional,6.6,68
455,Da Jammies,13,2015,2015,2015,0,0,Netflix,Toon Farm Animation LLC.,CGI,7.1,82
492,Eloise: The Animated Series,13,2006,2006,2006,0,0,Starz Kids & Family,Film Roman,Traditional,6.5,73
506,Eye Drops,13,2002,2002,2002,0,0,TechTV,NA,CGI,2.1,42
534,Fievel's American Tails,13,1992,1992,1992,0,0,CBS,Amblimation,Traditional,6.2,83
555,Fraggle Rock: The Animated Series,13,1987,1987,1987,0,0,NBC,Jim Henson Productions,Traditional,7.2,85
564,Fred and Barney Meet the Thing,13,1979,1979,1979,0,0,NBC,Hanna-Barbera,Traditional,5.6,82
578,The Further Adventures of SuperTed,13,1989,1989,1989,0,0,Syndication,Hanna-Barbera,Traditional,7.1,68
592,Galaxy High School,13,1986,1986,1986,0,0,CBS,TMS Entertainment,Traditional,7.4,92
599,Gary & Mike,13,2001,2001,2001,0,0,UPN,Bahr-Small Productions,Stop-Motion,7.4,97
613,The Get Along Gang,13,1984,1984,1984,0,0,CBS,DIC Entertainment,Traditional,7.1,95
617,Gilligan's Planet,13,1982,1982,1982,0,0,CBS,Filmation,Traditional,6,73
634,Goldie Gold and Action Jack,13,1981,1981,1981,0,0,ABC,Ruby-Spears Enterprises,Traditional,7.6,93
637,Good Vibes,13,2011,2011,2011,0,0,MTV,MTV Animation,Flash,7.4,82
638,The Goode Family,13,2009,2009,2009,0,0,ABC,Judgmental Films,Traditional,6.4,57
641,Gravedale High,13,1990,1990,1990,0,0,NBC,Hanna-Barbera,Traditional,6.5,95
693,"Heyyy, It's the King!",13,1977,1977,1977,0,0,NBC,Hanna-Barbera,Traditional,6,74
694,Hey Joel,13,2003,2003,2003,0,0,VH1,Curious Pictures,Flash,5.7,54
716,The Houndcats,13,1972,1972,1972,0,0,NBC,DePatie-Freleng Enterprises,Traditional,7,87
729,Happy Ness: The Secret of the Loch,13,1995,1995,1995,0,0,NA,Abrams/Gentile Entertainment,Traditional,8,96
730,Happy Tree Friends,13,2006,2006,2006,0,0,G4,Mondo Media,Flash,7,86
733,Hello Kitty's Furry Tale Theater,13,1987,1987,1987,0,0,CBS,DIC Entertainment,Traditional,6.6,89
743,I Am the Greatest: The Adventures of Muhammad Ali,13,1977,1977,1977,0,0,NBC,Farmhouse Films,Traditional,6.6,93
756,"Inch High, Private Eye",13,1973,1973,1973,0,0,NBC,Hanna-Barbera,Traditional,6.4,81
762,Inhumanoids,13,1986,1986,1986,0,0,Syndication,Sunbow Entertainment,Traditional,7.3,94
768,Invasion America,13,1998,1998,1998,0,0,The WB,DreamWorks Animation Television,Traditional,7.5,96
782,Jana of the Jungle,13,1978,1978,1978,0,0,NBC,Hanna-Barbera,Traditional,7.4,94
817,The Karate Kid,13,1989,1989,1989,0,0,NBC,Saban Entertainment,Traditional,4.8,76
823,Kid Notorious,13,2003,2003,2003,0,0,Comedy Central,6 Point Harness,Traditional,7.7,87
824,Kid 'n Play,13,1990,1990,1990,0,0,NBC,Marvel Productions,Traditional,5.8,91
837,Kings of Atlantis,13,2017,2017,2017,0,0,YouTube Premium,YouTube Studio,CGI,6.5,46
864,Lazer Tag Academy,13,1986,1986,1986,0,0,NBC,Ruby-Spears Productions,Traditional,6.5,93
866,Leader Dog,13,2004,2004,2004,0,0,Nicktoons,Animation Collective,Flash,7.5,84
871,Legend of the Three Caballeros,13,2018,2018,2018,0,0,Disney Channel,6 Point Harness,Flash,7.7,79
879,Lego Jurassic World: Legend of Isla Nublar,13,2019,2019,2019,0,0,Nickelodeon,The Lego Group,CGI,6.8,64
896,Little Big Awesome,13,2018,2018,2018,0,0,Amazon Prime Video,Amazon Studios,Traditional/Live-Action,7,69
907,Little Muppet Monsters,13,1985,1985,1985,0,0,CBS,Henson Associates,Traditional/Live-Action,7.5,81
911,Little Shop,13,1991,1991,1991,0,0,Fox Kids,Saban Entertainment,Traditional,4.1,62
938,Lyla in the Loop,13,2024-2024,2024,2024,0,0,PBS Kids,Pipeline Studios,Flash,8.3,89
949,Marsupilami,13,1993,1993,1993,0,0,CBS,Walt Disney Television Animation,Traditional,6.1,95
960,The Maxx,13,1995,1995,1995,0,0,MTV,MTV Animation,Traditional,8.3,85
1007,Monchhichis,13,1983,1983,1983,0,0,ABC,Hanna-Barbera,Traditional,6.5,76
1019,Mortal Kombat: Defenders of the Realm,13,1996,1996,1996,0,0,USA Network,Film Roman,Traditional,5.8,92
1059,Midnight Patrol: Adventures in the Dream Zone,13,1990,1990,1990,0,0,Syndication,Hanna-Barbera,Traditional,8,94
1062,Mighty Orbots,13,1984,1984,1984,0,0,ABC,MGM Television,Traditional,7.5,95
